hotel_name,area,dog_size,if_recommended_by_traveldog,description,addtional_info,address,hotel_url
赤倉温泉　ペンション　モン・セルヴァン,中部 新潟県,大型犬まで,,赤倉温泉　ペンション　モン・セルヴァン  ペットと同室宿泊が可能   ,,新潟県妙高市赤倉サンモリッツ,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11188&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11188
ペンション　シェーネ,中部 新潟県,超大型犬まで,,ペンション　シェーネ  ペットと同室宿泊が可能   ,,新潟県妙高市妙高市関川2243-18 　妙高市池の平,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2790&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2790
ペンション　わん,中部 新潟県,超大型犬まで,,ペンション　わん  ペットと同室宿泊が可能   ,,新潟県妙高市東赤倉,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16765&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16765
ペンション　“菰”コモ,中部 新潟県,大型犬まで,,ペンション　“菰”コモ  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町土樽984-45,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67461&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67461
佐渡シーサイドヴィラ　＜佐渡島＞,中部 新潟県,超大型犬まで,,佐渡シーサイドヴィラ　＜佐渡島＞  ペットと同室宿泊が可能   ,,新潟県佐渡市小木町44,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15620&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15620
ヒルサイド　イン　センタークラブ,中部 新潟県,超大型犬まで,,ヒルサイド　イン　センタークラブ  ペットと同室宿泊が可能   ,,新潟県南魚沼市宮野下1200,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=40226&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=40226
ペンション　マイルポスト,中部 新潟県,中型犬まで,,ペンション　マイルポスト  ペットと同室宿泊が可能   ,,新潟県妙高市大字二俣1526-359,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15499&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15499
出湯温泉　大石屋旅館,中部 新潟県,中型犬まで,,出湯温泉　大石屋旅館  ペットと同室宿泊が可能   ,,新潟県阿賀野市出湯760,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=107863&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=107863
ＯＹＯ旅館　結びの宿　田端屋　妙高戸隠,中部 新潟県,中型犬まで,,ＯＹＯ旅館　結びの宿　田端屋　妙高戸隠  ペットと同室宿泊が可能   ,,新潟県妙高市杉野沢2468,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31799&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31799
ホテル　エフ,中部 新潟県,超大型犬まで,,ホテル　エフ  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町三国469-49,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=30784&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=30784
割烹旅館　晴山荘,中部 新潟県,小型犬まで,,割烹旅館　晴山荘  ペットと同室宿泊が可能   ,,新潟県上越市大貫2丁目17番22号,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54926&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54926
高瀬温泉　花みちる宿　ニュー萬力,中部 新潟県,中型犬まで,,高瀬温泉　花みちる宿　ニュー萬力  ペットと同室宿泊が可能   ,,新潟県岩船郡関川村湯沢350,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41734&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41734
赤倉温泉　スターホテル　赤倉,中部 新潟県,中型犬まで,,赤倉温泉　スターホテル　赤倉  ペットと同室宿泊が可能   ,,新潟県妙高市赤倉124,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=109425&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=109425
プチハウス　ふぉ〜ゆ〜,中部 新潟県,大型犬まで,,プチハウス　ふぉ〜ゆ〜  ペットと同室宿泊が可能   ,,新潟県妙高市田口1438-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2801&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2801
高瀬温泉　光兎の宿　あらかわ荘,中部 新潟県,小型犬まで,,高瀬温泉　光兎の宿　あらかわ荘  ペットと同室宿泊が可能   ,,新潟県岩船郡関川村高瀬308,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=8814&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=8814
ゑびすや旅館,中部 新潟県,中型犬まで,,ゑびすや旅館  ペットと同室宿泊が可能   ,,新潟県岩船郡関川村湯沢292,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=50708&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=50708
ホテル岩戸屋,中部 新潟県,小型犬まで,,ホテル岩戸屋  ペットと同室宿泊が可能   ,,新潟県妙高市関山6087,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=108162&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=108162
エンゼルグランディア越後中里（越後湯沢）,中部 新潟県,超大型犬まで,,エンゼルグランディア越後中里（越後湯沢）  ペットホテル併設   ,,新潟県南魚沼郡湯沢町土樽4707-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5487&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5487
ログペンション　富夢想野（トムソーヤ）,中部 新潟県,超大型犬まで,,ログペンション　富夢想野（トムソーヤ）  ペットと同室宿泊が可能   ,,新潟県妙高市関川1252-16,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19258&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19258
ホテル　花梨,中部 新潟県,超大型犬まで,,ホテル　花梨  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町土樽6306-13,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31855&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31855
湯沢温泉（自家源泉）　ＨＯＴＥＬシャーレゆざわ銀水,中部 新潟県,中型犬まで,,湯沢温泉（自家源泉）　ＨＯＴＥＬシャーレゆざわ銀水  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町大字土樽6301-7中央公園,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=7518&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=7518
ウッディハウス　風見鶏,中部 新潟県,超大型犬まで,,ウッディハウス　風見鶏  ペットと同室宿泊が可能   ,,新潟県妙高市東赤倉1456-7,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2783&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2783
越後湯沢温泉　ＫＫＲ湯沢ゆきぐに（国家公務員共済組合連合会湯沢保養所）,中部 新潟県,中型犬まで,,越後湯沢温泉　ＫＫＲ湯沢ゆきぐに（国家公務員共済組合連合会湯沢保養所）  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町湯沢2574,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=20181&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=20181
赤倉温泉　ホテル後楽荘,中部 新潟県,大型犬まで,,赤倉温泉　ホテル後楽荘  ペットと同室宿泊が可能   ,,新潟県妙高市赤倉34-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18660&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18660
アルミュール,中部 新潟県,中型犬まで,,アルミュール  ペットと同室宿泊が可能   ,,新潟県南魚沼市石打834-28,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2671&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2671
赤倉温泉　ホテル太閤,中部 新潟県,中型犬まで,,赤倉温泉　ホテル太閤  ペットと同室宿泊が可能   ,,新潟県妙高市赤倉402,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31845&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31845
コンドミニアムホテル　苗場ＷＥＳＴ・貸切コテージ,中部 新潟県,超大型犬まで,,コンドミニアムホテル　苗場ＷＥＳＴ・貸切コテージ  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町三国378,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56317&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56317
赤倉温泉　赤倉ワクイホテル,中部 新潟県,小型犬まで,,赤倉温泉　赤倉ワクイホテル  ペットと同室宿泊が可能   ,,新潟県妙高市赤倉28,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16698&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16698
ロッヂＢ＆Ｗ,中部 新潟県,超大型犬まで,,ロッヂＢ＆Ｗ  ペットと同室宿泊が可能   ,,新潟県南魚沼市舞子2056-7,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=104826&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=104826
ホテルモック,中部 新潟県,中型犬まで,,ホテルモック  ペットと同室宿泊が可能   ,,新潟県妙高市田切218-2,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2784&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2784
越後湯沢で最初のペンション　ゲストハウス・バンヌッフ,中部 新潟県,中型犬まで,,越後湯沢で最初のペンション　ゲストハウス・バンヌッフ  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町土樽1041-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2924&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2924
エーデルワイス赤倉,中部 新潟県,大型犬まで,,エーデルワイス赤倉  ペットと同室宿泊が可能   ,,新潟県妙高市赤倉くまどうスキー場,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=38784&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=38784
平標茶屋,中部 新潟県,超大型犬まで,,平標茶屋  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町三国999-10,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=137393&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=137393
丘の宿　ＨＩＬＬＴＯＰ,中部 新潟県,大型犬まで,,丘の宿　ＨＩＬＬＴＯＰ  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町神立3880,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=146917&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=146917
ペンション　ＮＯＡＨ（ノア）,中部 新潟県,超大型犬まで,,ペンション　ＮＯＡＨ（ノア）  ペットと同室宿泊が可能   ,,新潟県南魚沼郡湯沢町土樽小坂,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31553&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31553
愛犬と泊まれる古民家の宿 季節宿 國安,中部 新潟県,超大型犬まで,,愛犬と泊まれる古民家の宿 季節宿 國安  ペットと同室宿泊が可能   ,,新潟県三島郡出雲崎町田中450,http://www13.plala.or.jp/kuniyasu/
割烹旅館　枯笈庵,中部 新潟県,中型犬まで,,割烹旅館　枯笈庵  ペットと同室宿泊が可能   ,,新潟県長岡市寺泊大町7707-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=128280&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=128280
創業寛政三年　すいげつろうホテル＜となみ＞（２０１９年３月リニューアルオープン）,中部 富山県,中型犬まで,このエリア注目の宿,創業寛政三年　すいげつろうホテル＜となみ＞（２０１９年３月リニューアルオープン）  このエリア注目の宿  ペットと同室宿泊が可能     ,中型15kgまで（二匹の場合、大型犬は要相談）,富山県砺波市表町15-16,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=9586&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=9586
ホテル森の風立山,中部 富山県,中型犬まで,このエリア注目の宿,ホテル森の風立山  このエリア注目の宿  ペットと同室宿泊が可能     ,小型犬又は中型犬で1室あたり2頭まで,富山県富山市原3-6,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147597&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147597
民宿　汐風,中部 富山県,小型犬まで,,民宿　汐風  ペットと同室宿泊が可能   ,,富山県氷見市中波175-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=84734&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=84734
おまき温泉スパガーデン和園,中部 富山県,小型犬まで,,おまき温泉スパガーデン和園  ペットと同室宿泊が可能   ,,富山県砺波市庄川町小牧10,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=14690&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=14690
ホテル草津,中部 富山県,小型犬まで,,ホテル草津  ペットと同室宿泊が可能   ,,富山県富山市田刈屋137,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16486&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=16486
TAGIHAHARA HOUSE,中部 石川県,Unknown,,TAGIHAHARA HOUSE  お薦めの宿  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）。,石川県小松市滝ヶ原町,https://www.airbnb.jp/associates/21187?sharer_id=351147427&s=67&c=.pi115.pk0_9&a4ptk=5863_0_9_21187&af=115
Ａｓａｎｏｇａｗａ　旅音,中部 石川県,中型犬まで,,Ａｓａｎｏｇａｗａ　旅音  お薦めの宿  ペットと同室宿泊が可能     ,⇒オリジナル宿泊レポート,石川県金沢市小橋町18-8,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168294&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168294
ＮＩＮＪＡ　旅音,中部 石川県,中型犬まで,,ＮＩＮＪＡ　旅音  お薦めの宿  ペットと同室宿泊が可能     ,⇒オリジナル宿泊レポート,石川県金沢市野町1-2-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=162943&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=162943
ＢＥＴＴＥＩ　Ｙａｍａｓｈｉｒｏ　（別邸　山代）,中部 石川県,小型犬まで,このエリア注目の宿,ＢＥＴＴＥＩ　Ｙａｍａｓｈｉｒｏ　（別邸　山代）  このエリア注目の宿  ペットと同室宿泊が可能   ,2階の寝室はペットNG。2匹以上の場合は事前要相談。,石川県加賀市山代温泉幸町40-1,https://hb.afl.rakuten.co.jp/hgc/10ac63a7.2fd916dc.10ac63a8.c67c3c52/?pc=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173026&m=https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173026
デジャヴ,中部 石川県,Unknown,このエリア注目の宿,デジャヴ  このエリア注目の宿  ペットと同室宿泊が可能   ,ペット宿泊可（事前リクエスト制）。追加料金あり。,石川県志賀町矢倉谷ナ1-223,https://www.booking.com/hotel/jp/deja-ve.ja.html?aid=1300052
